STATEFP,STATE_NAME,COUNTYFP,NAME,GEOID,pixel_count,value_sum,value_mean,value_std,value_min,value_p25,value_p50,value_p75,value_max,area_square_crs_units,area_hectares,area_acres
01,Alabama,093,Marion,01093,1515353,133583205.33781147,88.15319291136221,34.969020864879916,3.1277999877929688,56.26570129394531,90.29039764404297,113.92250061035156,233.36239624023438,1363817700.0,136381.77,337006.6930101784
01,Alabama,095,Marshall,01095,764758,79867134.38570762,104.43451965943163,29.107996281681675,3.4753000736236572,86.80950164794922,105.85440063476562,126.5093002319336,225.12139892578125,688282200.0,68828.22,170078.235588063
01,Alabama,097,Mobile,01097,2085151,186009519.12104177,89.20673808325718,38.472850883885144,5.196599960327148,64.38030242919922,86.06510162353516,111.16960144042969,450.61529541015625,1876635900.0,187663.59,463726.82994448586
01,Alabama,099,Monroe,01099,2251149,198906920.80049992,88.3579544492612,31.427469727162368,6.390600204467773,70.00250244140625,87.47709655761719,108.78880310058594,273.0893859863281,2026034100.0,202603.41,500643.9291459944
01,Alabama,101,Montgomery,01101,1093823,102167390.85005379,93.4039518734327,32.58759007743264,3.962100028991699,74.78489685058594,88.64309692382812,107.04409790039062,314.95489501953125,984440700.0,98444.07,243260.59470530786
01,Alabama,103,Morgan,01103,783500,74755891.82656622,95.41275280991222,30.25206858759314,3.180999994277954,73.33319854736328,92.60579681396484,112.56890106201172,196.6053009033203,705150000.0,70515.0,174246.3597415749
01,Alabama,105,Perry,01105,1381954,129218804.08523083,93.50441771957014,35.04763138436805,5.519700050354004,67.14779663085938,88.4917984008789,116.2197036743164,232.86219787597656,1243758600.0,124375.86,307339.4433060733
01,Alabama,107,Pickens,01107,1872287,164288543.56126738,87.7475213796108,30.90405728077214,6.089200019836426,64.654296875,86.4397964477539,104.19349670410156,221.7664031982422,1685058300.0,168505.83,416386.97401592095
01,Alabama,109,Pike,01109,1290845,121934277.75309944,94.46082043397887,29.257686182961407,5.041299819946289,76.64600372314453,94.29989624023438,110.08619689941406,256.184814453125,1161760500.0,116176.05,287077.27152599016
01,Alabama,111,Randolph,01111,1123744,102488903.64291811,91.20307084435433,30.455417768908124,4.366700172424316,76.1344985961914,86.69300079345703,107.92569732666016,196.6053009033203,1011369600.0,101136.96,249914.8708122991
01,Alabama,113,Russell,01113,1294243,107370147.64661837,82.959805574856,30.900765156121498,5.83050012588501,62.61140060424805,82.78589630126953,102.46990203857422,256.184814453125,1164818700.0,116481.87,287832.96920359303
01,Alabama,115,St. Clair,01115,1273248,119783809.7723732,94.07735945579589,29.633332563898897,3.4753000736236572,77.52860260009766,91.7510986328125,113.21540069580078,232.86219787597656,1145923200.0,114592.32,283163.7894680801
01,Alabama,117,Shelby,01117,1488821,143594591.54980993,96.44852641775601,32.913277365625255,5.519700050354004,74.78489685058594,95.5072021484375,115.88700103759766,233.96359252929688,1339938900.0,133993.89,331106.11302720016
01,Alabama,119,Sumter,01119,1768292,162508560.37037992,91.90142825414577,35.01591671736566,6.089200019836426,67.83100128173828,88.64309692382812,113.03130340576172,239.19529724121094,1591462800.0,159146.28,393259.02228481043
01,Alabama,121,Talladega,01121,1361909,131205396.5763712,96.33932705956947,32.923634775119275,3.4753000736236572,76.39679718017578,94.52050018310547,115.88700103759766,221.7664031982422,1225718100.0,122571.81,302881.53867171484
01,Alabama,123,Tallapoosa,01123,1589195,151733304.03330088,95.47809050072576,31.69499764880397,4.640699863433838,78.86710357666016,92.09349822998047,119.279296875,232.86219787597656,1430275500.0,143027.55,353428.7730306473
01,Alabama,125,Tuscaloosa,01125,2905767,271871986.39011383,93.56289970603763,34.02880258495901,5.903900146484375,70.66590118408203,91.09770202636719,112.10240173339844,235.4281005859375,2615190300.0,261519.03,646227.5966907428
01,Alabama,127,Walker,01127,1685091,162045312.30011034,96.16413137338597,33.66901730932931,5.903900146484375,74.78489685058594,93.69049835205078,120.64430236816406,221.7664031982422,1516581900.0,151658.19,374755.5489257054
01,Alabama,129,Washington,01129,2513629,235174082.16496277,93.5595834408987,37.2946691564856,4.186699867248535,66.19059753417969,88.98310089111328,111.16960144042969,273.0893859863281,2262266100.0,226226.61,559018.127620747
01,Alabama,131,Wilcox,01131,1973425,172348529.96811914,87.334725144416,30.248388707166637,6.089200019836426,67.97709655761719,88.63520050048828,106.81680297851562,239.19529724121094,1776082500.0,177608.25,438879.54367966496
01,Alabama,133,Winston,01133,1343271,132922674.71363878,98.95447360483386,32.05490906162781,4.366700172424316,77.69400024414062,103.73770141601562,119.35320281982422,225.12139892578125,1208943900.0,120894.39,298736.5435819082
05,Arkansas,001,Arkansas,05001,1070038,110730485.30253267,103.48275977351521,30.233864679329656,3.4753000736236572,80.84249877929688,106.38469696044922,121.231201171875,311.2580871582031,963034200.0,96303.42,237970.93335693088
05,Arkansas,003,Ashley,05003,1658382,128923815.46006513,77.74072286123771,41.3686847046943,3.4753000736236572,50.679100036621094,70.92250061035156,107.69989776611328,334.5168151855469,1492543800.0,149254.38,368815.6050554595
05,Arkansas,005,Baxter,05005,1114768,105747298.68824673,94.86036438814779,28.547838886356647,4.038300037384033,80.49500274658203,93.26480102539062,112.85910034179688,203.3459930419922,1003291200.0,100329.12,247918.65469865475
05,Arkansas,007,Benton,05007,1036767,96078505.42468858,92.6712611654196,21.39517175123634,3.180999994277954,82.3156967163086,90.7063980102539,101.07839965820312,181.05259704589844,933090300.0,93309.03,230571.6345248161
05,Arkansas,009,Boone,05009,832936,76110802.30220509,91.37653109267109,22.679334295387974,4.038300037384033,79.12950134277344,92.7677001953125,105.06289672851562,180.97039794921875,749642400.0,74964.24,185240.67121596483
05,Arkansas,011,Bradley,05011,1440105,125705246.42186809,87.28894519626562,37.71783621306315,3.4753000736236572,60.672698974609375,76.21720123291016,113.8760986328125,334.5168151855469,1296094500.0,129609.45,320271.925840001
05,Arkansas,013,Calhoun,05013,1425374,146788935.06142163,102.98275053524313,39.446713604201996,3.4753000736236572,70.92250061035156,106.11329650878906,137.53460693359375,234.00669860839844,1282836600.0,128283.66,316995.82740304735
05,Arkansas,015,Carroll,05015,962897,88460426.26868773,91.86904338541684,22.275220612913703,4.038300037384033,79.12950134277344,90.7063980102539,103.80000305175781,180.97039794921875,866607300.0,86660.73,214143.32744873423
05,Arkansas,017,Chicot,05017,296263,24682594.697896957,83.31311941719675,31.57277820801126,3.4753000736236572,64.64569854736328,77.1082992553711,105.09549713134766,249.30569458007812,266636700.0,26663.67,65887.36346664737
05,Arkansas,019,Clark,05019,1756473,168578659.46176505,95.97566228559451,37.354473977142504,3.4753000736236572,65.95770263671875,98.21900177001953,122.66459655761719,251.64219665527344,1580825700.0,158082.57,390630.53763160604
05,Arkansas,021,Clay,05021,343872,34934398.212114334,101.59128458296789,31.35548935876608,8.054499626159668,76.47740173339844,108.74510192871094,112.11299896240234,202.3321075439453,309484800.0,30948.48,76475.3595622908
05,Arkansas,023,Cleburne,05023,1063700,109125968.64704537,102.59092662127044,30.590964476514085,3.180999994277954,80.60649871826172,105.86080169677734,122.10890197753906,203.3459930419922,957330000.0,95733.0,236561.39483996585
05,Arkansas,025,Cleveland,05025,1407068,125498685.7242384,89.19162806931747,33.886921966380534,3.4753000736236572,64.33039855957031,83.9541015625,112.61630249023438,334.5168151855469,1266361200.0,126636.12,312924.66740122315
05,Arkansas,027,Columbia,05027,1742230,158665767.80826092,91.07050608028844,37.71236175311287,5.519700050354004,63.99340057373047,89.5967025756836,115.28990173339844,195.15330505371094,1568007000.0,156800.7,387462.9678781928
05,Arkansas,029,Conway,05029,806426,75841477.48110366,94.04641899083569,28.173064761319164,3.180999994277954,75.42179870605469,94.73829650878906,117.41259765625,203.3459930419922,725783400.0,72578.34,179344.98391953963
05,Arkansas,031,Craighead,05031,246910,29177541.820405006,118.17075784862908,37.83192741898265,8.188199996948242,87.75789642333984,121.25170135498047,152.8470001220703,222.95069885253906,222219000.0,22221.9,54911.51076425305
05,Arkansas,033,Crawford,05033,1053286,105538946.74415922,100.19970525019721,30.646016299649897,5.952700138092041,82.00430297851562,98.42630004882812,117.98600006103516,195.72509765625,947957400.0,94795.74,234245.37494162665
05,Arkansas,035,Crittenden,05035,167693,16415913.14037919,97.89265586744342,34.369816869443774,3.4753000736236572,78.45809936523438,96.8405990600586,114.81379699707031,219.20339965820312,150923700.0,15092.37,37294.05846093672
05,Arkansas,037,Cross,05037,277252,27274316.137283802,98.37373990912167,36.06835946339286,3.4753000736236572,70.8125991821289,90.15239715576172,127.58470153808594,234.00669860839844,249526800.0,24952.68,61659.41510028223
05,Arkansas,039,Dallas,05039,1507725,146267479.68947744,97.01204111457822,36.029893301910185,7.91480016708374,71.45330047607422,98.21900177001953,122.66459655761719,234.00669860839844,1356952500.0,135695.25,335310.26514533
05,Arkansas,041,Desha,05041,580605,49907583.34081864,85.95789450800224,29.944001237189184,3.4753000736236572,67.17620086669922,74.78269958496094,106.38469696044922,311.2580871582031,522544500.0,52254.45,129123.5580060716
05,Arkansas,043,Drew,05043,1589567,147544872.28156877,92.82079477088337,63.292759871359735,3.4753000736236572,59.50910186767578,75.64189910888672,112.09439849853516,334.5168151855469,1430610300.0,143061.03,353511.5039123625
05,Arkansas,045,Faulkner,05045,798325,68474659.61630607,85.77291155394866,25.803604403911272,3.180999994277954,70.06529998779297,89.73179626464844,102.22489929199219,203.3459930419922,718492500.0,71849.25,177543.36329380062
05,Arkansas,047,Franklin,05047,961017,100274186.96622801,104.34174105788765,36.74434776358323,4.031499862670898,80.14240264892578,98.96240234375,118.58170318603516,195.72509765625,864915300.0,86491.53,213725.22514329175
05,Arkansas,049,Fulton,05049,1002033,77287428.82952332,77.13062227443939,22.664950843238497,3.180999994277954,66.03780364990234,76.24649810791016,90.3467025756836,180.97039794921875,901829700.0,90182.97,222846.97203692346
05,Arkansas,051,Garland,05051,1437318,145935788.32071352,101.53340340878881,30.892222642029857,5.952700138092041,82.2947998046875,94.51589965820312,121.73709869384766,203.3459930419922,1293586200.0,129358.62,319652.11141166685
05,Arkansas,053,Grant,05053,1395399,130822560.7844572,93.75279814910087,36.43766176604631,3.4753000736236572,61.645301818847656,97.32980346679688,106.21089935302734,180.9324951171875,1255859100.0,125585.91,310329.54197451676
05,Arkansas,055,Greene,05055,362084,38086505.07626724,105.18693197232477,33.94866505991187,8.188199996948242,79.6906967163086,107.76380157470703,112.11299896240234,224.2321014404297,325875600.0,32587.56,80525.6144488429
05,Arkansas,057,Hempstead,05057,1173033,103367438.56683183,88.11980444440337,36.72160411223524,3.4753000736236572,59.50910186767578,84.32759857177734,114.73300170898438,196.81370544433594,1055729700.0,105572.97,260876.49024472092
05,Arkansas,059,Hot Spring,05059,1246297,115425261.16071057,92.61457033171915,32.493494291792565,3.4753000736236572,72.29530334472656,92.42259979248047,108.9480972290039,234.00669860839844,1121667300.0,112166.73,277170.0260457506
05,Arkansas,061,Howard,05061,976817,82963606.01055074,84.93259844018965,33.311256249529755,3.4753000736236572,62.80509948730469,83.85469818115234,104.31549835205078,234.00669860839844,879135300.0,87913.53,217239.06366775493
05,Arkansas,063,Independence,05063,1119188,102421999.68424082,91.51456206128087,28.330312924618525,5.678299903869629,76.22489929199219,89.24859619140625,111.63580322265625,214.2489013671875,1007269200.0,100726.92,248901.63990613114
05,Arkansas,065,Izard,05065,1075207,87633639.77564478,81.50397065462258,21.220549645302185,4.038300037384033,67.63310241699219,81.46640014648438,95.02950286865234,203.3459930419922,967686300.0,96768.63,239120.4923020543
05,Arkansas,067,Jackson,05067,291788,30035670.065248966,102.93661859037715,36.19861765898289,5.952700138092041,78.99430084228516,100.8666000366211,127.77369689941406,214.2489013671875,262609200.0,26260.92,64892.14654278834
05,Arkansas,069,Jefferson,05069,883128,77200717.9538765,87.4173596057157,34.23771674637585,3.4753000736236572,59.50910186767578,80.84249877929688,107.347900390625,234.00669860839844,794815200.0,79481.52,196403.113191905
05,Arkansas,071,Johnson,05071,1342634,144550842.6902585,107.66213479642144,33.07200819281664,3.180999994277954,86.88790130615234,101.34480285644531,120.64949798583984,205.62840270996094,1208370600.0,120837.06,298594.87806671305
05,Arkansas,073,Lafayette,05073,927825,90147923.93180561,97.16048169838668,43.28707100728581,3.4753000736236572,60.62879943847656,92.86979675292969,124.34369659423828,226.55189514160156,835042500.0,83504.25,206343.4955037993
05,Arkansas,075,Lawrence,05075,477759,41383232.55499935,86.61947248508004,26.96248237920014,7.220799922943115,68.54519653320312,85.26719665527344,106.54190063476562,203.3459930419922,429983100.0,42998.31,106251.1379499363
05,Arkansas,077,Lee,05077,330269,35920318.185889244,108.76079252333474,33.737754271681546,3.4753000736236572,85.44950103759766,120.9646987915039,130.82130432128906,234.00669860839844,297242100.0,29724.21,73450.12250860268
05,Arkansas,079,Lincoln,05079,696116,56291014.44719195,80.86441691785845,39.77416389707953,3.4753000736236572,59.50910186767578,71.04129791259766,98.21900177001953,334.5168151855469,626504400.0,62650.44,154812.60875286045
05,Arkansas,081,Little River,05081,721350,63530676.13278985,88.07191534316192,38.7872989179918,3.4753000736236572,54.7510986328125,77.71980285644531,115.28990173339844,195.15330505371094,649215000.0,64921.5,160424.52022920875
05,Arkansas,083,Logan,05083,1254199,122355494.94496846,97.55668354461172,31.39840892439455,3.998800039291382,76.03959655761719,96.55760192871094,112.3938980102539,195.72509765625,1128779100.0,112877.91,278927.3900976688
05,Arkansas,085,Lonoke,05085,494059,50058583.26904416,101.32106341356834,38.683601699320306,3.4753000736236572,76.72380065917969,94.22920227050781,135.841796875,234.00669860839844,444653100.0,44465.31,109876.17389605968
05,Arkansas,087,Madison,05087,1595827,150629307.15517116,94.3894965777438,22.482466461676854,3.180999994277954,79.1583023071289,93.44619750976562,105.47139739990234,181.65809631347656,1436244300.0,143624.43,354903.69563154853
05,Arkansas,089,Marion,05089,1200751,112742125.2808671,93.89300969215691,23.574991067736086,4.038300037384033,81.5166015625,95.24739837646484,111.42410278320312,203.3459930419922,1080675900.0,108067.59,267040.83051187726
05,Arkansas,091,Miller,05091,793003,63884559.000138044,80.56029926764216,32.16963927396874,3.4753000736236572,53.5968017578125,74.55570220947266,109.18260192871094,226.55189514160156,713702700.0,71370.27,176359.77793764917
05,Arkansas,093,Mississippi,05093,180621,19148188.50061488,106.01307987783747,32.95069332411801,3.4753000736236572,82.33059692382812,114.51380157470703,115.783203125,222.95069885253906,162558900.0,16255.89,40169.17899538354
05,Arkansas,095,Monroe,05095,689500,77714616.26102924,112.71155367806998,30.961685839496045,3.4753000736236572,106.38469696044922,120.9646987915039,130.82130432128906,311.2580871582031,620550000.0,62055.0,153341.24446945233
05,Arkansas,097,Montgomery,05097,1877267,210111924.8794756,111.92436924501182,30.314385996690042,5.952700138092041,87.54080200195312,111.3844985961914,139.17320251464844,203.3459930419922,1689540300.0,168954.03,417494.5003356568
05,Arkansas,099,Nevada,05099,1259977,110738424.22460175,87.88924260093775,36.759997969174016,3.4753000736236572,57.13690185546875,90.9386978149414,118.01309967041016,196.81370544433594,1133979300.0,113397.93,280212.3875023744
05,Arkansas,101,Newton,05101,2001408,197397614.1886146,98.62937201640776,28.533952481630724,3.180999994277954,79.22419738769531,93.93009948730469,108.96600341796875,203.3459930419922,1801267200.0,180126.72,445102.8185803012
05,Arkansas,103,Ouachita,05103,1712751,160119862.29040194,93.48694719220829,36.15187224263852,3.4753000736236572,63.45909881591797,93.37020111083984,118.15959930419922,334.5168151855469,1541475900.0,154147.59,380906.9902919492
05,Arkansas,105,Perry,05105,1149947,117001945.40761042,101.74551123452682,33.22620582474149,5.781300067901611,79.82769775390625,102.22489929199219,121.73709869384766,196.81370544433594,1034952300.0,103495.23,255742.28289182496
05,Arkansas,107,Phillips,05107,313509,32325543.041321754,103.10881997429661,32.1461172488732,3.4753000736236572,80.06050109863281,106.38469696044922,124.89430236816406,234.00669860839844,282158100.0,28215.81,69722.78493455189
05,Arkansas,109,Pike,05109,1242985,113346337.89663863,91.18882198629801,34.58867839485765,3.4753000736236572,64.91929626464844,92.30390167236328,108.20989990234375,203.3459930419922,1118686500.0,111868.65,276433.4543246733
05,Arkansas,111,Poinsett,05111,295983,32651678.326699257,110.31605979633714,37.158549607656845,8.188199996948242,78.99430084228516,114.51380157470703,145.9550018310547,234.00669860839844,266384700.0,26638.47,65825.09291051763
05,Arkansas,113,Polk,05113,1827019,191312359.12536573,104.71284596677195,36.37137114806172,3.786099910736084,80.14240264892578,97.53700256347656,134.18409729003906,203.3459930419922,1644317100.0,164431.71,406319.6042484907
05,Arkansas,115,Pope,05115,1601300,169214185.91549945,105.67300687909788,32.52527752278782,3.180999994277954,86.88790130615234,101.40139770507812,120.24189758300781,213.49920654296875,1441170000.0,144117.0,356120.8626090414
05,Arkansas,117,Prairie,05117,561894,59763429.32610035,106.36068248833472,38.504031607223475,3.4753000736236572,78.99430084228516,115.60369873046875,135.841796875,234.00669860839844,505704600.0,50570.46,124962.3280927026
05,Arkansas,119,Pulaski,05119,1051293,94103724.59589434,89.51236676729926,29.49335474135439,3.180999994277954,70.06529998779297,86.82550048828125,106.61710357666016,214.2489013671875,946163700.0,94616.37,233802.142018889
05,Arkansas,121,Randolph,05121,925874,75152204.04631495,81.16893232374487,24.465263144297793,3.180999994277954,63.71989822387695,76.53829956054688,104.17569732666016,203.3459930419922,833286600.0,83328.66,205909.6031644811
05,Arkansas,123,St. Francis,05123,378764,36016387.470709324,95.08925734945592,37.795833543968946,3.4753000736236572,64.22869873046875,85.44950103759766,130.82130432128906,234.00669860839844,340887600.0,34088.76,84235.16043542806
05,Arkansas,125,Saline,05125,1429760,132261201.71870089,92.50587631399738,31.97699824053284,3.180999994277954,72.0967025756836,92.59649658203125,115.03579711914062,234.00669860839844,1286784000.0,128678.4,317971.2511858509
05,Arkansas,127,Scott,05127,2077839,233785477.11045313,112.51375930014459,32.53076946407085,5.952700138092041,87.65190124511719,109.94080352783203,136.86309814453125,203.3459930419922,1870055100.0,187005.51,462100.6788501267
